SearchBayesianSkopt: Resuming 'SLIMElasticNetRecommender' Failed, no such file exists.
SearchBayesianSkopt: New best config found. Config 0: {'l1_ratio': 0.0012348546776512251, 'topK': 1459, 'alpha': 0.06964542194937692, 'workers': 2, 'mw': 5} - results: PRECISION: 0.0436229, PRECISION_RECALL_MIN_DEN: 0.0688891, RECALL: 0.0635791, MAP: 0.0191777, MAP_MIN_DEN: 0.0300562, MRR: 0.1373283, NDCG: 0.0648991, F1: 0.0517435, HIT_RATE: 0.3117595, ARHR_ALL_HITS: 0.1616262, NOVELTY: 0.0039542, AVERAGE_POPULARITY: 0.2992674, DIVERSITY_MEAN_INTER_LIST: 0.8565554, DIVERSITY_HERFINDAHL: 0.9856493, COVERAGE_ITEM: 0.1111519, COVERAGE_ITEM_HIT: 0.0159546, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3072211, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0081444, SHANNON_ENTROPY: 7.4394439, RATIO_DIVERSITY_HERFINDAHL: 0.9859714, RATIO_DIVERSITY_GINI: 0.0168545, RATIO_SHANNON_ENTROPY: 0.5523059, RATIO_AVERAGE_POPULARITY: 5.3380808, RATIO_NOVELTY: 0.2689395, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'l1_ratio': 2.572748727923325e-05, 'topK': 2800, 'alpha': 0.0978708095367674, 'workers': 2, 'mw': 4} - results: PRECISION: 0.0429794, PRECISION_RECALL_MIN_DEN: 0.0683517, RECALL: 0.0631891, MAP: 0.0187743, MAP_MIN_DEN: 0.0294625, MRR: 0.1353768, NDCG: 0.0639565, F1: 0.0511607, HIT_RATE: 0.3093462, ARHR_ALL_HITS: 0.1588536, NOVELTY: 0.0039004, AVERAGE_POPULARITY: 0.3175209, DIVERSITY_MEAN_INTER_LIST: 0.8333862, DIVERSITY_HERFINDAHL: 0.9833325, COVERAGE_ITEM: 0.0894846, COVERAGE_ITEM_HIT: 0.0153426, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3048429, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0064196, SHANNON_ENTROPY: 7.1630431, RATIO_DIVERSITY_HERFINDAHL: 0.9836539, RATIO_DIVERSITY_GINI: 0.0132851, RATIO_SHANNON_ENTROPY: 0.5317858, RATIO_AVERAGE_POPULARITY: 5.6636721, RATIO_NOVELTY: 0.2652815, 
SearchBayesianSkopt: Config 40 is suboptimal. Config: {'l1_ratio': 0.0007537522466321436, 'topK': 556, 'alpha': 0.0009334520902401194, 'workers': 2, 'mw': 3} - results: PRECISION: 0.0433231, PRECISION_RECALL_MIN_DEN: 0.0653777, RECALL: 0.0595593, MAP: 0.0202353, MAP_MIN_DEN: 0.0304465, MRR: 0.1421048, NDCG: 0.0646669, F1: 0.0501601, HIT_RATE: 0.3004242, ARHR_ALL_HITS: 0.1685958, NOVELTY: 0.0044983, AVERAGE_POPULARITY: 0.1599469, DIVERSITY_MEAN_INTER_LIST: 0.9686127, DIVERSITY_HERFINDAHL: 0.9968542, COVERAGE_ITEM: 0.3476558, COVERAGE_ITEM_HIT: 0.0344391, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2960507, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0452888, SHANNON_ENTROPY: 9.8429812, RATIO_DIVERSITY_HERFINDAHL: 0.9971800, RATIO_DIVERSITY_GINI: 0.0937228, RATIO_SHANNON_ENTROPY: 0.7307450, RATIO_AVERAGE_POPULARITY: 2.8529983, RATIO_NOVELTY: 0.3059442, 
SearchBayesianSkopt: Config 41 is suboptimal. Config: {'l1_ratio': 0.008117341813790901, 'topK': 1709, 'alpha': 0.0009577797883139799, 'workers': 2, 'mw': 8} - results: PRECISION: 0.0436814, PRECISION_RECALL_MIN_DEN: 0.0664306, RECALL: 0.0606509, MAP: 0.0198287, MAP_MIN_DEN: 0.0299787, MRR: 0.1391788, NDCG: 0.0643939, F1: 0.0507861, HIT_RATE: 0.3043733, ARHR_ALL_HITS: 0.1652923, NOVELTY: 0.0043305, AVERAGE_POPULARITY: 0.2119429, DIVERSITY_MEAN_INTER_LIST: 0.9397312, DIVERSITY_HERFINDAHL: 0.9939662, COVERAGE_ITEM: 0.3379035, COVERAGE_ITEM_HIT: 0.0272167, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2999423, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0380710, SHANNON_ENTROPY: 9.2221282, RATIO_DIVERSITY_HERFINDAHL: 0.9942911, RATIO_DIVERSITY_GINI: 0.0787859, RATIO_SHANNON_ENTROPY: 0.6846527, RATIO_AVERAGE_POPULARITY: 3.7804602, RATIO_NOVELTY: 0.2945310, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'l1_ratio': 0.07374092657020608, 'topK': 4851, 'alpha': 0.08529172110875735, 'workers': 2, 'mw': 3} - results: PRECISION: 0.0236288, PRECISION_RECALL_MIN_DEN: 0.0360149, RECALL: 0.0328199, MAP: 0.0107827, MAP_MIN_DEN: 0.0163277, MRR: 0.0826060, NDCG: 0.0357934, F1: 0.0274761, HIT_RATE: 0.1790259, ARHR_ALL_HITS: 0.0940706, NOVELTY: 0.0047530, AVERAGE_POPULARITY: 0.2440256, DIVERSITY_MEAN_INTER_LIST: 0.7347369, DIVERSITY_HERFINDAHL: 0.9734683, COVERAGE_ITEM: 0.0041213, COVERAGE_ITEM_HIT: 0.0020402, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.1764197, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0014374, SHANNON_ENTROPY: 5.4886437, RATIO_DIVERSITY_HERFINDAHL: 0.9737865, RATIO_DIVERSITY_GINI: 0.0029745, RATIO_SHANNON_ENTROPY: 0.4074781, RATIO_AVERAGE_POPULARITY: 4.3527237, RATIO_NOVELTY: 0.3232673, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'l1_ratio': 3.330834979672203e-05, 'topK': 4931, 'alpha': 0.024012792489245108, 'workers': 2, 'mw': 3} - results: PRECISION: 0.0473234, PRECISION_RECALL_MIN_DEN: 0.0741870, RECALL: 0.0684073, MAP: 0.0209510, MAP_MIN_DEN: 0.0327842, MRR: 0.1480012, NDCG: 0.0702517, F1: 0.0559448, HIT_RATE: 0.3329677, ARHR_ALL_HITS: 0.1752976, NOVELTY: 0.0040323, AVERAGE_POPULARITY: 0.2722669, DIVERSITY_MEAN_INTER_LIST: 0.8890192, DIVERSITY_HERFINDAHL: 0.9888954, COVERAGE_ITEM: 0.1131921, COVERAGE_ITEM_HIT: 0.0197495, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3281205, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0099172, SHANNON_ENTROPY: 7.8378108, RATIO_DIVERSITY_HERFINDAHL: 0.9892186, RATIO_DIVERSITY_GINI: 0.0205232, RATIO_SHANNON_ENTROPY: 0.5818807, RATIO_AVERAGE_POPULARITY: 4.8564694, RATIO_NOVELTY: 0.2742532, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'l1_ratio': 2.488158887084322e-05, 'topK': 2830, 'alpha': 0.021824053017855706, 'workers': 2, 'mw': 7} - results: PRECISION: 0.0461606, PRECISION_RECALL_MIN_DEN: 0.0723856, RECALL: 0.0667021, MAP: 0.0205088, MAP_MIN_DEN: 0.0320244, MRR: 0.1453436, NDCG: 0.0686753, F1: 0.0545620, HIT_RATE: 0.3261664, ARHR_ALL_HITS: 0.1718859, NOVELTY: 0.0040522, AVERAGE_POPULARITY: 0.2662261, DIVERSITY_MEAN_INTER_LIST: 0.8948564, DIVERSITY_HERFINDAHL: 0.9894791, COVERAGE_ITEM: 0.1186192, COVERAGE_ITEM_HIT: 0.0199535, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3214183, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0106149, SHANNON_ENTROPY: 7.9268048, RATIO_DIVERSITY_HERFINDAHL: 0.9898025, RATIO_DIVERSITY_GINI: 0.0219670, RATIO_SHANNON_ENTROPY: 0.5884876, RATIO_AVERAGE_POPULARITY: 4.7487188, RATIO_NOVELTY: 0.2756035, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'l1_ratio': 4.819834170841582e-05, 'topK': 2076, 'alpha': 0.019634562456375813, 'workers': 2, 'mw': 5} - results: PRECISION: 0.0471406, PRECISION_RECALL_MIN_DEN: 0.0739000, RECALL: 0.0681576, MAP: 0.0209222, MAP_MIN_DEN: 0.0326849, MRR: 0.1479944, NDCG: 0.0700648, F1: 0.0557335, HIT_RATE: 0.3320170, ARHR_ALL_HITS: 0.1751815, NOVELTY: 0.0040593, AVERAGE_POPULARITY: 0.2640503, DIVERSITY_MEAN_INTER_LIST: 0.8972189, DIVERSITY_HERFINDAHL: 0.9897153, COVERAGE_ITEM: 0.1195169, COVERAGE_ITEM_HIT: 0.0207288, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3271836, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0108200, SHANNON_ENTROPY: 7.9629295, RATIO_DIVERSITY_HERFINDAHL: 0.9900388, RATIO_DIVERSITY_GINI: 0.0223915, RATIO_SHANNON_ENTROPY: 0.5911695, RATIO_AVERAGE_POPULARITY: 4.7099083, RATIO_NOVELTY: 0.2760853, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'l1_ratio': 0.022343829303321697, 'topK': 4199, 'alpha': 0.09982661010680532, 'workers': 2, 'mw': 4} - results: PRECISION: 0.0352859, PRECISION_RECALL_MIN_DEN: 0.0556691, RECALL: 0.0513296, MAP: 0.0157751, MAP_MIN_DEN: 0.0246362, MRR: 0.1171589, NDCG: 0.0534205, F1: 0.0418219, HIT_RATE: 0.2603481, ARHR_ALL_HITS: 0.1355266, NOVELTY: 0.0040969, AVERAGE_POPULARITY: 0.3120068, DIVERSITY_MEAN_INTER_LIST: 0.8131768, DIVERSITY_HERFINDAHL: 0.9813117, COVERAGE_ITEM: 0.0140776, COVERAGE_ITEM_HIT: 0.0084466, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2565581, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0029749, SHANNON_ENTROPY: 6.5130632, RATIO_DIVERSITY_HERFINDAHL: 0.9816325, RATIO_DIVERSITY_GINI: 0.0061563, RATIO_SHANNON_ENTROPY: 0.4835312, RATIO_AVERAGE_POPULARITY: 5.5653158, RATIO_NOVELTY: 0.2786456, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'l1_ratio': 0.031692566458001524, 'topK': 2694, 'alpha': 0.06874444790921641, 'workers': 2, 'mw': 4} - results: PRECISION: 0.0359076, PRECISION_RECALL_MIN_DEN: 0.0564716, RECALL: 0.0520046, MAP: 0.0160002, MAP_MIN_DEN: 0.0248926, MRR: 0.1180128, NDCG: 0.0540639, F1: 0.0424824, HIT_RATE: 0.2637122, ARHR_ALL_HITS: 0.1370079, NOVELTY: 0.0041186, AVERAGE_POPULARITY: 0.3004147, DIVERSITY_MEAN_INTER_LIST: 0.8304640, DIVERSITY_HERFINDAHL: 0.9830403, COVERAGE_ITEM: 0.0153426, COVERAGE_ITEM_HIT: 0.0090586, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2598732, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0033222, SHANNON_ENTROPY: 6.6694404, RATIO_DIVERSITY_HERFINDAHL: 0.9833616, RATIO_DIVERSITY_GINI: 0.0068751, RATIO_SHANNON_ENTROPY: 0.4951407, RATIO_AVERAGE_POPULARITY: 5.3585455, RATIO_NOVELTY: 0.2801227, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'l1_ratio': 0.003965436535597158, 'topK': 5438, 'alpha': 0.04861278913215606, 'workers': 2, 'mw': 4} - results: PRECISION: 0.0444274, PRECISION_RECALL_MIN_DEN: 0.0700414, RECALL: 0.0646216, MAP: 0.0195660, MAP_MIN_DEN: 0.0305852, MRR: 0.1398081, NDCG: 0.0660132, F1: 0.0526547, HIT_RATE: 0.3168056, ARHR_ALL_HITS: 0.1646666, NOVELTY: 0.0039963, AVERAGE_POPULARITY: 0.2868993, DIVERSITY_MEAN_INTER_LIST: 0.8712547, DIVERSITY_HERFINDAHL: 0.9871191, COVERAGE_ITEM: 0.1387767, COVERAGE_ITEM_HIT: 0.0165259, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3121937, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0101146, SHANNON_ENTROPY: 7.6489107, RATIO_DIVERSITY_HERFINDAHL: 0.9874417, RATIO_DIVERSITY_GINI: 0.0209317, RATIO_SHANNON_ENTROPY: 0.5678567, RATIO_AVERAGE_POPULARITY: 5.1174700, RATIO_NOVELTY: 0.2718009, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'l1_ratio': 0.005088203765310222, 'topK': 911, 'alpha': 0.007812309017241835, 'workers': 2, 'mw': 9} - results: PRECISION: 0.0463507, PRECISION_RECALL_MIN_DEN: 0.0724820, RECALL: 0.0666863, MAP: 0.0207523, MAP_MIN_DEN: 0.0321756, MRR: 0.1464941, NDCG: 0.0689528, F1: 0.0546893, HIT_RATE: 0.3256545, ARHR_ALL_HITS: 0.1735331, NOVELTY: 0.0041667, AVERAGE_POPULARITY: 0.2375542, DIVERSITY_MEAN_INTER_LIST: 0.9204419, DIVERSITY_HERFINDAHL: 0.9920375, COVERAGE_ITEM: 0.1736647, COVERAGE_ITEM_HIT: 0.0236259, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3209138, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0163559, SHANNON_ENTROPY: 8.4438330, RATIO_DIVERSITY_HERFINDAHL: 0.9923617, RATIO_DIVERSITY_GINI: 0.0338477, RATIO_SHANNON_ENTROPY: 0.6268719, RATIO_AVERAGE_POPULARITY: 4.2372929, RATIO_NOVELTY: 0.2833918, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'l1_ratio': 1.8801045673559375e-05, 'topK': 1737, 'alpha': 0.046823043520430825, 'workers': 2, 'mw': 8} - results: PRECISION: 0.0443689, PRECISION_RECALL_MIN_DEN: 0.0698955, RECALL: 0.0644691, MAP: 0.0194796, MAP_MIN_DEN: 0.0304753, MRR: 0.1394051, NDCG: 0.0658361, F1: 0.0525629, HIT_RATE: 0.3164400, ARHR_ALL_HITS: 0.1641247, NOVELTY: 0.0039887, AVERAGE_POPULARITY: 0.2851667, DIVERSITY_MEAN_INTER_LIST: 0.8740022, DIVERSITY_HERFINDAHL: 0.9873938, COVERAGE_ITEM: 0.1013996, COVERAGE_ITEM_HIT: 0.0173828, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3118334, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0085089, SHANNON_ENTROPY: 7.6115439, RATIO_DIVERSITY_HERFINDAHL: 0.9877165, RATIO_DIVERSITY_GINI: 0.0176088, RATIO_SHANNON_ENTROPY: 0.5650826, RATIO_AVERAGE_POPULARITY: 5.0865657, RATIO_NOVELTY: 0.2712875, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'l1_ratio': 0.039427113463828115, 'topK': 5467, 'alpha': 0.012987385739179036, 'workers': 2, 'mw': 1} - results: PRECISION: 0.0451733, PRECISION_RECALL_MIN_DEN: 0.0707581, RECALL: 0.0652228, MAP: 0.0203454, MAP_MIN_DEN: 0.0317263, MRR: 0.1442614, NDCG: 0.0677190, F1: 0.0533774, HIT_RATE: 0.3181220, ARHR_ALL_HITS: 0.1705814, NOVELTY: 0.0041070, AVERAGE_POPULARITY: 0.2621871, DIVERSITY_MEAN_INTER_LIST: 0.8959179, DIVERSITY_HERFINDAHL: 0.9895852, COVERAGE_ITEM: 0.0412127, COVERAGE_ITEM_HIT: 0.0165667, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3134909, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0070151, SHANNON_ENTROPY: 7.6654873, RATIO_DIVERSITY_HERFINDAHL: 0.9899087, RATIO_DIVERSITY_GINI: 0.0145174, RATIO_SHANNON_ENTROPY: 0.5690874, RATIO_AVERAGE_POPULARITY: 4.6766745, RATIO_NOVELTY: 0.2793311, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'l1_ratio': 3.679574741489454e-05, 'topK': 5823, 'alpha': 0.060105092308206605, 'workers': 2, 'mw': 2} - results: PRECISION: 0.0446614, PRECISION_RECALL_MIN_DEN: 0.0706271, RECALL: 0.0652364, MAP: 0.0197310, MAP_MIN_DEN: 0.0310304, MRR: 0.1414531, NDCG: 0.0667369, F1: 0.0530229, HIT_RATE: 0.3189996, ARHR_ALL_HITS: 0.1664320, NOVELTY: 0.0039349, AVERAGE_POPULARITY: 0.3049713, DIVERSITY_MEAN_INTER_LIST: 0.8508512, DIVERSITY_HERFINDAHL: 0.9850789, COVERAGE_ITEM: 0.0940548, COVERAGE_ITEM_HIT: 0.0162811, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3143557, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0071940, SHANNON_ENTROPY: 7.3523149, RATIO_DIVERSITY_HERFINDAHL: 0.9854008, RATIO_DIVERSITY_GINI: 0.0148876, RATIO_SHANNON_ENTROPY: 0.5458374, RATIO_AVERAGE_POPULARITY: 5.4398222, RATIO_NOVELTY: 0.2676248, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'l1_ratio': 1.5268630108729886e-05, 'topK': 1445, 'alpha': 0.07759385240525433, 'workers': 2, 'mw': 4} - results: PRECISION: 0.0437546, PRECISION_RECALL_MIN_DEN: 0.0694687, RECALL: 0.0641894, MAP: 0.0191819, MAP_MIN_DEN: 0.0301976, MRR: 0.1378168, NDCG: 0.0652161, F1: 0.0520377, HIT_RATE: 0.3136610, ARHR_ALL_HITS: 0.1619860, NOVELTY: 0.0039294, AVERAGE_POPULARITY: 0.3068111, DIVERSITY_MEAN_INTER_LIST: 0.8474945, DIVERSITY_HERFINDAHL: 0.9847433, COVERAGE_ITEM: 0.0944220, COVERAGE_ITEM_HIT: 0.0160362, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3090948, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0071224, SHANNON_ENTROPY: 7.3158079, RATIO_DIVERSITY_HERFINDAHL: 0.9850651, RATIO_DIVERSITY_GINI: 0.0147395, RATIO_SHANNON_ENTROPY: 0.5431271, RATIO_AVERAGE_POPULARITY: 5.4726400, RATIO_NOVELTY: 0.2672535, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'l1_ratio': 0.0025060323010749983, 'topK': 4288, 'alpha': 0.018401246240105033, 'workers': 2, 'mw': 1} - results: PRECISION: 0.0477549, PRECISION_RECALL_MIN_DEN: 0.0747283, RECALL: 0.0689055, MAP: 0.0212118, MAP_MIN_DEN: 0.0331709, MRR: 0.1493330, NDCG: 0.0709391, F1: 0.0564128, HIT_RATE: 0.3343572, ARHR_ALL_HITS: 0.1772310, NOVELTY: 0.0040532, AVERAGE_POPULARITY: 0.2666557, DIVERSITY_MEAN_INTER_LIST: 0.8949046, DIVERSITY_HERFINDAHL: 0.9894839, COVERAGE_ITEM: 0.1209450, COVERAGE_ITEM_HIT: 0.0210144, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3294898, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0106180, SHANNON_ENTROPY: 7.9351320, RATIO_DIVERSITY_HERFINDAHL: 0.9898073, RATIO_DIVERSITY_GINI: 0.0219733, RATIO_SHANNON_ENTROPY: 0.5891059, RATIO_AVERAGE_POPULARITY: 4.7563813, RATIO_NOVELTY: 0.2756727, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'l1_ratio': 6.471412431239124e-05, 'topK': 2764, 'alpha': 0.04681944726955346, 'workers': 2, 'mw': 7} - results: PRECISION: 0.0445151, PRECISION_RECALL_MIN_DEN: 0.0702693, RECALL: 0.0648597, MAP: 0.0196077, MAP_MIN_DEN: 0.0307069, MRR: 0.1402664, NDCG: 0.0662353, F1: 0.0527953, HIT_RATE: 0.3173175, ARHR_ALL_HITS: 0.1651542, NOVELTY: 0.0039844, AVERAGE_POPULARITY: 0.2872099, DIVERSITY_MEAN_INTER_LIST: 0.8718513, DIVERSITY_HERFINDAHL: 0.9871788, COVERAGE_ITEM: 0.1023789, COVERAGE_ITEM_HIT: 0.0173420, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3126982, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0084756, SHANNON_ENTROPY: 7.5943250, RATIO_DIVERSITY_HERFINDAHL: 0.9875014, RATIO_DIVERSITY_GINI: 0.0175397, RATIO_SHANNON_ENTROPY: 0.5638043, RATIO_AVERAGE_POPULARITY: 5.1230092, RATIO_NOVELTY: 0.2709943, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'l1_ratio': 0.08421560707696746, 'topK': 2661, 'alpha': 0.06599571889330075, 'workers': 2, 'mw': 8} - results: PRECISION: 0.0302252, PRECISION_RECALL_MIN_DEN: 0.0467773, RECALL: 0.0427590, MAP: 0.0134792, MAP_MIN_DEN: 0.0206337, MRR: 0.1033194, NDCG: 0.0455496, F1: 0.0354159, HIT_RATE: 0.2308761, ARHR_ALL_HITS: 0.1175934, NOVELTY: 0.0042749, AVERAGE_POPULARITY: 0.2592094, DIVERSITY_MEAN_INTER_LIST: 0.8651167, DIVERSITY_HERFINDAHL: 0.9865053, COVERAGE_ITEM: 0.0162403, COVERAGE_ITEM_HIT: 0.0093443, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.2275151, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0040431, SHANNON_ENTROPY: 6.9657924, RATIO_DIVERSITY_HERFINDAHL: 0.9868278, RATIO_DIVERSITY_GINI: 0.0083671, RATIO_SHANNON_ENTROPY: 0.5171419, RATIO_AVERAGE_POPULARITY: 4.6235609, RATIO_NOVELTY: 0.2907550, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'l1_ratio': 0.00040677316833705076, 'topK': 1057, 'alpha': 0.08333956007276437, 'workers': 2, 'mw': 8} - results: PRECISION: 0.0427527, PRECISION_RECALL_MIN_DEN: 0.0676993, RECALL: 0.0624957, MAP: 0.0186927, MAP_MIN_DEN: 0.0292902, MRR: 0.1346677, NDCG: 0.0635219, F1: 0.0507724, HIT_RATE: 0.3075179, ARHR_ALL_HITS: 0.1580314, NOVELTY: 0.0039432, AVERAGE_POPULARITY: 0.3022772, DIVERSITY_MEAN_INTER_LIST: 0.8525948, DIVERSITY_HERFINDAHL: 0.9852532, COVERAGE_ITEM: 0.1030318, COVERAGE_ITEM_HIT: 0.0157098, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3030412, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0076190, SHANNON_ENTROPY: 7.3754759, RATIO_DIVERSITY_HERFINDAHL: 0.9855752, RATIO_DIVERSITY_GINI: 0.0157672, RATIO_SHANNON_ENTROPY: 0.5475569, RATIO_AVERAGE_POPULARITY: 5.3917678, RATIO_NOVELTY: 0.2681897, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'l1_ratio': 0.00010390841624027083, 'topK': 2864, 'alpha': 0.012060199573983242, 'workers': 2, 'mw': 5} - results: PRECISION: 0.0477402, PRECISION_RECALL_MIN_DEN: 0.0746414, RECALL: 0.0687568, MAP: 0.0213123, MAP_MIN_DEN: 0.0332400, MRR: 0.1497012, NDCG: 0.0709791, F1: 0.0563528, HIT_RATE: 0.3342840, ARHR_ALL_HITS: 0.1777923, NOVELTY: 0.0041003, AVERAGE_POPULARITY: 0.2533488, DIVERSITY_MEAN_INTER_LIST: 0.9075243, DIVERSITY_HERFINDAHL: 0.9907458, COVERAGE_ITEM: 0.1324111, COVERAGE_ITEM_HIT: 0.0225650, ITEMS_IN_GT: 0.8586118, COVERAGE_USER: 0.9854425, COVERAGE_USER_HIT: 0.3294177, USERS_IN_GT: 0.9854425, DIVERSITY_GINI: 0.0124567, SHANNON_ENTROPY: 8.1571508, RATIO_DIVERSITY_HERFINDAHL: 0.9910696, RATIO_DIVERSITY_GINI: 0.0257785, RATIO_SHANNON_ENTROPY: 0.6055886, RATIO_AVERAGE_POPULARITY: 4.5190241, RATIO_NOVELTY: 0.2788736, 
